"Estacao";"Data";"Hora";"Precipitacao";"TempBulboSeco";"TempBulboUmido";"TempMaxima";"TempMinima";"UmidadeRelativa";"PressaoAtmEstacao";"PressaoAtmMar";"DirecaoVento";"VelocidadeVento";"insolacao";"Nebulosidade";"Evaporacao Piche";"Temp Comp Media";"Umidade Relativa Media";"Velocidade do Vento Media";"NA"
"83004";"02/08/1993";0;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;1,4;-9999;-9999;-9999;-9999
"83004";"01/01/1995";0;-9999;-9999;-9999;26,8;-9999;-9999;-9999;-9999;-9999;-9999;1,5;-9999;1,6;22,04;86,75;2;-9999
"83004";"01/01/1995";1200;21,2;22,5;20;-9999;19,5;80;924,6;-9999;32;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"01/01/1995";1800;-9999;25,2;21,5;-9999;-9999;73;922,9;-9999;32;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"02/01/1995";0;-9999;20,7;20,3;28,9;-9999;97;924,2;-9999;0;0;1,3;10;1,1;23,32;83;2,666667;-9999
"83004";"02/01/1995";1200;3,2;23,8;20,6;-9999;19,9;76;924,7;-9999;32;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"02/01/1995";1800;-9999;26,4;21,6;-9999;-9999;66;921,5;-9999;32;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"03/01/1995";0;-9999;22;21,4;25,4;-9999;95;922,7;-9999;0;0;0,2;10;1,3;22,54;93,5;1;-9999
"83004";"03/01/1995";1200;4,4;23;21,3;-9999;20,7;86;923,6;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"03/01/1995";1800;-9999;23,4;22,6;-9999;-9999;94;922,1;-9999;5;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"04/01/1995";0;-9999;21,8;21,4;26,7;-9999;97;923,3;-9999;0;0;0,2;10;0,6;22,56;86,5;0,666667;-9999
"83004";"04/01/1995";1200;10,3;23,3;20,8;-9999;20;80;923,4;-9999;36;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"04/01/1995";1800;-9999;23,5;21,4;-9999;-9999;84;921,9;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"05/01/1995";0;-9999;21,4;20,3;29,7;-9999;91;922,6;-9999;0;0;2,6;7;1;24,26;72,5;3;-9999
"83004";"05/01/1995";1200;0,2;25,4;21,5;-9999;19,8;72;923,3;-9999;36;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"05/01/1995";1800;-9999;29,2;22,7;-9999;-9999;58;920,9;-9999;32;4;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"06/01/1995";0;-9999;23,2;20,6;31;-9999;80;922,5;-9999;0;0;6,1;9;2,1;25,36;68,25;4;-9999
"83004";"06/01/1995";1200;0,2;26,1;21;-9999;21,9;64;924,2;-9999;32;8;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"06/01/1995";1800;-9999;29,6;21,8;-9999;-9999;51;922,3;-9999;32;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"07/01/1995";0;-9999;23,9;21,1;29,8;-9999;79;923;-9999;0;0;2,4;6;2,7;24,54;76;4;-9999
"83004";"07/01/1995";1200;0;27,5;21,8;-9999;21,6;62;923,4;-9999;32;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"07/01/1995";1800;-9999;29,2;22,3;-9999;-9999;56;921,4;-9999;32;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"08/01/1995";0;-9999;21,9;21;28,4;-9999;93;922,9;-9999;5;3;0,7;10;2;23,28;82;1,333333;-9999
"83004";"08/01/1995";1200;15,8;23;20,9;-9999;20,4;83;921,8;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"08/01/1995";1800;-9999;27,2;22,4;-9999;-9999;67;920,1;-9999;32;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"09/01/1995";0;-9999;22,3;21;29,4;-9999;89;921,6;-9999;0;0;0,8;10;1,6;23,58;72,75;5;-9999
"83004";"09/01/1995";1200;4,3;19,5;18,5;-9999;19,2;91;922,7;-9999;32;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"09/01/1995";1800;-9999;28,2;21,8;-9999;-9999;58;919,2;-9999;32;10;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"10/01/1995";0;-9999;24,9;20,9;30,1;-9999;71;920,4;-9999;0;0;3,9;6;2,6;24,18;75,75;4;-9999
"83004";"10/01/1995";1200;0,1;25,1;21,3;-9999;19,5;72;921,7;-9999;32;7;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"10/01/1995";1800;-9999;28,8;21,7;-9999;-9999;55;919,9;-9999;36;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"11/01/1995";0;-9999;23,1;21,6;29,7;-9999;88;923,1;-9999;0;0;3,9;10;2,4;22,32;85,25;1;-9999
"83004";"11/01/1995";1200;13,9;19,3;18,8;-9999;19;96;925,1;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"11/01/1995";1800;-9999;27,1;21,7;-9999;-9999;63;923,5;-9999;23;3;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"12/01/1995";0;-9999;21,8;20,7;30,2;-9999;91;925,8;-9999;0;0;4,3;10;1,2;23,66;86,75;3;-9999
"83004";"12/01/1995";1200;6,4;26,1;22,2;-9999;18,4;72;926,8;-9999;5;6;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"12/01/1995";1800;-9999;21,6;20;-9999;-9999;87;925,1;-9999;9;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"13/01/1995";0;-9999;21,8;21,1;30,7;-9999;94;927,2;-9999;0;0;3,3;10;1,1;23,64;92;1,666667;-9999
"83004";"13/01/1995";1200;24,7;24,2;21,9;-9999;20,1;82;927,1;-9999;5;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"13/01/1995";1800;-9999;20,1;19,2;-9999;-9999;92;925;-9999;5;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"14/01/1995";0;-9999;21,6;21,3;32,1;-9999;97;925,8;-9999;0;0;5,9;8;1;23,86;79,25;2,333333;-9999
"83004";"14/01/1995";1200;40,8;26,3;22,5;-9999;19,1;73;926,2;-9999;0;0;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"14/01/1995";1800;-9999;27,5;21,5;-9999;-9999;60;923,2;-9999;18;4;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"15/01/1995";0;-9999;20,9;20;33,5;-9999;92;926,3;-9999;27;3;9,7;10;2,5;25,58;69,75;2;-9999
"83004";"15/01/1995";1200;25,4;25,3;21,8;-9999;19,5;74;926,2;-9999;5;2;-9999;5;-9999;-9999;-9999;-9999;-9999
"83004";"15/01/1995";1800;-9999;31,5;22,6;-9999;-9999;47;923,1;-9999;32;4;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"16/01/1995";0;-9999;24,8;22;34,6;-9999;79;923,9;-9999;0;0;10,8;2;2,8;26,96;57,75;2,333333;-9999
"83004";"16/01/1995";1200;0;28,6;23,8;-9999;21;68;924,5;-9999;5;2;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"16/01/1995";1800;-9999;33,5;21,4;-9999;-9999;35;922,3;-9999;32;5;-9999;1;-9999;-9999;-9999;-9999;-9999
"83004";"17/01/1995";0;-9999;25,3;20,3;34,6;-9999;64;923,5;-9999;0;0;10,6;1;4,6;26,12;64,75;3,666667;-9999
"83004";"17/01/1995";1200;0;28,8;21,6;-9999;21;54;924,2;-9999;32;3;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"17/01/1995";1800;-9999;33;21,9;-9999;-9999;39;922,9;-9999;27;5;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"18/01/1995";0;-9999;23,1;20,9;29,3;-9999;83;925,4;-9999;14;3;4,5;8;3,5;24,02;83,25;1,333333;-9999
"83004";"18/01/1995";1200;0,4;25,2;21,5;-9999;21,4;73;925,9;-9999;0;0;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"18/01/1995";1800;-9999;27,8;23,4;-9999;-9999;70;923,6;-9999;9;4;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"19/01/1995";0;-9999;22,1;21,5;31,2;-9999;95;925,1;-9999;0;0;4,2;10;1,3;24,18;76,25;1,333333;-9999
"83004";"19/01/1995";1200;2,8;25,5;21,4;-9999;19,8;70;926,1;-9999;32;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"19/01/1995";1800;-9999;30;22;-9999;-9999;51;923,8;-9999;0;0;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"20/01/1995";0;-9999;22,2;21,2;31,1;-9999;92;925,8;-9999;0;0;6,8;10;2;24,08;85,25;1;-9999
"83004";"20/01/1995";1200;7,6;25,4;21,9;-9999;20,3;74;926,8;-9999;0;0;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"20/01/1995";1800;-9999;25,2;22,1;-9999;-9999;77;924,2;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"21/01/1995";0;-9999;21,8;21,2;29,7;-9999;95;924,9;-9999;0;0;5,8;10;1,5;23,1;79;3;-9999
"83004";"21/01/1995";1200;1;24,9;21,6;-9999;20,3;75;924,2;-9999;27;3;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"21/01/1995";1800;-9999;27,6;21,8;-9999;-9999;61;920,9;-9999;27;4;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"22/01/1995";0;-9999;20,3;19,1;27,4;-9999;90;922,2;-9999;18;2;4,9;10;1,8;21,28;84,75;3,666667;-9999
"83004";"22/01/1995";1200;3,6;21;20,2;-9999;18,8;93;922;-9999;23;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"22/01/1995";1800;-9999;26,2;21,6;-9999;-9999;68;920,5;-9999;18;5;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"23/01/1995";0;-9999;19,6;18,3;24,6;-9999;89;922,2;-9999;14;3;0,4;2;1,3;20,88;86,25;1,333333;-9999
"83004";"23/01/1995";1200;1,8;20,5;19,1;-9999;18,1;88;923,3;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"23/01/1995";1800;-9999;23,3;20,9;-9999;-9999;81;922,8;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"24/01/1995";0;-9999;20,6;19,2;29,6;-9999;88;923,9;-9999;18;4;10,8;10;1;22,24;75;2,666667;-9999
"83004";"24/01/1995";1200;0,6;23,3;18,9;-9999;16,5;67;924,6;-9999;9;4;-9999;3;-9999;-9999;-9999;-9999;-9999
"83004";"24/01/1995";1800;-9999;27,9;21,7;-9999;-9999;59;922,8;-9999;14;4;-9999;1;-9999;-9999;-9999;-9999;-9999
"83004";"25/01/1995";0;-9999;20,9;19,4;33,6;-9999;87;923,4;-9999;0;0;9,5;1;2;24,28;64;1;-9999
"83004";"25/01/1995";1200;0;24,6;20,6;-9999;17,6;70;924,7;-9999;5;1;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"25/01/1995";1800;-9999;31,9;21;-9999;-9999;38;921,3;-9999;32;2;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"26/01/1995";0;-9999;22,8;19,4;32,7;-9999;74;922,7;-9999;0;0;6,5;0;3;25,28;77;2,666667;-9999
"83004";"26/01/1995";1200;0;26,9;22,4;-9999;19,8;69;923,6;-9999;36;3;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"26/01/1995";1800;-9999;28;22,5;-9999;-9999;63;922,2;-9999;14;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"27/01/1995";0;-9999;23,5;22;31,7;-9999;88;924,3;-9999;0;0;5,2;10;2;24,74;84,25;2,666667;-9999
"83004";"27/01/1995";1200;0;26,9;22,1;-9999;21,7;67;925;-9999;36;3;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"27/01/1995";1800;-9999;22,3;20,6;-9999;-9999;86;921,6;-9999;9;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"28/01/1995";0;-9999;21,7;20,8;27,9;-9999;92;922,9;-9999;27;1;2,6;10;1,7;22,86;86,5;2,666667;-9999
"83004";"28/01/1995";1200;44,6;23;20,9;-9999;20,4;83;922;-9999;32;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"28/01/1995";1800;-9999;24,4;21,6;-9999;-9999;79;920,2;-9999;32;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"29/01/1995";0;-9999;21,5;20,5;26,4;-9999;92;921,1;-9999;0;0;3,4;10;1,2;21,56;87,75;2;-9999
"83004";"29/01/1995";1200;26,9;21,8;20,4;-9999;18,6;88;922;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"29/01/1995";1800;-9999;23,4;21;-9999;-9999;81;920,4;-9999;14;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"30/01/1995";0;-9999;20,5;19,4;28,4;-9999;91;922,4;-9999;9;3;2;10;1;22,54;89,25;1,333333;-9999
"83004";"30/01/1995";1200;0,3;23,3;20,5;-9999;19,4;78;922,6;-9999;5;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"30/01/1995";1800;-9999;23,3;22,2;-9999;-9999;91;920,1;-9999;14;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"31/01/1995";0;-9999;20,8;20,1;29,8;-9999;94;921,6;-9999;0;0;4,7;2;1;22,96;89;1,666667;-9999
"83004";"31/01/1995";1200;6,9;24,6;21,8;-9999;20;79;922,5;-9999;36;2;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"31/01/1995";1800;-9999;24,3;22,6;-9999;-9999;87;920,5;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"01/02/1995";0;-9999;20,2;19,6;28,9;-9999;95;922;-9999;0;0;4,4;7;1,1;23,64;82,5;1,333333;-9999
"83004";"01/02/1995";1200;10,6;24,9;21,9;-9999;19,8;78;922,8;-9999;5;2;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"01/02/1995";1800;-9999;27,7;22,1;-9999;-9999;62;919,5;-9999;32;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"02/02/1995";0;-9999;22,3;21,7;29,7;-9999;95;920,8;-9999;0;0;5,1;9;1,2;23,42;81,25;1,166667;-9999
"83004";"02/02/1995";1200;32,4;24,9;21,7;-9999;20,3;76;920,9;-9999;32;0,5;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"02/02/1995";1800;-9999;28,1;22,2;-9999;-9999;61;919,2;-9999;27;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"03/02/1995";0;-9999;21,1;20,4;22,2;-9999;94;921,8;-9999;0;0;0;10;1,5;20,48;94,5;2,333333;-9999
"83004";"03/02/1995";1200;54,3;20,8;20,3;-9999;19,8;96;922;-9999;23;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"03/02/1995";1800;-9999;21,8;20,6;-9999;-9999;90;922;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"04/02/1995";0;-9999;19,8;19,4;22,1;-9999;96;924,3;-9999;0;0;0;10;0,4;20,52;95,75;1;-9999
"83004";"04/02/1995";1200;5,1;20,5;19,8;-9999;19,2;94;926,1;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"04/02/1995";1800;-9999;21,6;21;-9999;-9999;95;925,4;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"05/02/1995";0;-9999;20,4;20;24,4;-9999;97;926,4;-9999;5;3;0,1;10;0,3;20,98;92,75;0,666667;-9999
"83004";"05/02/1995";1200;38,2;19,6;19,3;-9999;18,5;97;926,5;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"05/02/1995";1800;-9999;23,3;21,8;-9999;-9999;88;923,8;-9999;5;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"06/02/1995";0;-9999;21,2;20,4;21,2;-9999;93;923,7;-9999;0;0;0;9;0,4;19,02;96,5;0;-9999
"83004";"06/02/1995";1200;46,6;19;18,6;-9999;17,9;96;926,9;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"06/02/1995";1800;-9999;20,4;19,9;-9999;-9999;96;925,9;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"07/02/1995";0;-9999;18,5;18,2;18,8;-9999;97;927,9;-9999;0;0;0;10;0,2;18,02;95,5;2;-9999
"83004";"07/02/1995";1200;29,7;18,7;18,4;-9999;17,2;97;928,2;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"07/02/1995";1800;-9999;18,4;17,8;-9999;-9999;95;927,7;-9999;14;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"08/02/1995";0;-9999;17,7;17,2;22,9;-9999;95;928,8;-9999;14;3;0;10;0,3;19,72;91,5;3,666667;-9999
"83004";"08/02/1995";1200;13;19,5;18,8;-9999;17;94;928,1;-9999;9;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"08/02/1995";1800;-9999;22,7;20,2;-9999;-9999;80;925,9;-9999;5;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"09/02/1995";0;-9999;19,6;19,2;23,3;-9999;96;926,4;-9999;5;4;0,2;10;0,5;20,48;97;1,666667;-9999
"83004";"09/02/1995";1200;26,2;19,5;19,3;-9999;18,8;98;924,4;-9999;5;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"09/02/1995";1800;-9999;21,8;21,3;-9999;-9999;96;920,8;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"10/02/1995";0;-9999;20,4;20;29;-9999;97;921,5;-9999;23;1;8;9;0,5;23,06;85;3,333333;-9999
"83004";"10/02/1995";1200;15;22,9;20,6;-9999;19,4;82;924;-9999;32;6;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"10/02/1995";1800;-9999;24,2;20,8;-9999;-9999;74;922,7;-9999;32;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"11/02/1995";0;-9999;22;21;27,2;-9999;92;924,1;-9999;0;0;1,1;10;1,5;21,82;90,5;0,666667;-9999
"83004";"11/02/1995";1200;0,5;22,6;20,8;-9999;19,3;86;924,8;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"11/02/1995";1800;-9999;22;20,5;-9999;-9999;88;923,3;-9999;14;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"12/02/1995";0;-9999;20;19,3;27;-9999;94;925,5;-9999;0;0;2,6;10;0,9;21,62;93;1,666667;-9999
"83004";"12/02/1995";1200;0,8;22,1;20,5;-9999;18,8;87;925,3;-9999;5;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"12/02/1995";1800;-9999;21,6;20,8;-9999;-9999;93;923,4;-9999;14;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"13/02/1995";0;-9999;20,1;19,6;27,4;-9999;96;924,6;-9999;0;0;1,8;10;0,8;22,52;91,75;1;-9999
"83004";"13/02/1995";1200;6,7;22,1;20,8;-9999;19,7;89;925;-9999;5;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"13/02/1995";1800;-9999;23,4;22,2;-9999;-9999;90;922,1;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"14/02/1995";0;-9999;21,7;21;27,9;-9999;94;923,4;-9999;0;0;1,7;10;0,8;22,92;81,75;1,9;-9999
"83004";"14/02/1995";1200;16,3;22;20,5;-9999;20,3;88;923,6;-9999;32;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"14/02/1995";1800;-9999;26,6;21,6;-9999;-9999;65;920,5;-9999;23;2,7;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"15/02/1995";0;-9999;22,2;20,6;29,9;-9999;87;921,7;-9999;0;0;6,6;10;1,3;23,64;78,25;1,666667;-9999
"83004";"15/02/1995";1200;0,1;24,5;21,5;-9999;19,4;77;923,1;-9999;32;5;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"15/02/1995";1800;-9999;26,5;21,9;-9999;-9999;68;920,9;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"16/02/1995";0;-9999;22,2;20,2;29,8;-9999;84;921,6;-9999;0;0;2,5;4;2,4;22,84;82;3;-9999
"83004";"16/02/1995";1200;0;22,1;19,8;-9999;20,1;82;922,1;-9999;32;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"16/02/1995";1800;-9999;27,6;21,6;-9999;-9999;60;920,2;-9999;32;3;-9999;3;-9999;-9999;-9999;-9999;-9999
"83004";"17/02/1995";0;-9999;21,1;20,3;30,7;-9999;93;923,1;-9999;23;3;9,1;10;1,2;24;71,25;4,666667;-9999
"83004";"17/02/1995";1200;25,8;23,3;20,9;-9999;19,2;81;922,6;-9999;32;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"17/02/1995";1800;-9999;29,6;22,3;-9999;-9999;54;920,6;-9999;32;6;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"18/02/1995";0;-9999;23,4;20,1;28,6;-9999;75;921,7;-9999;32;3;4;8;2,6;23,48;86;3,666667;-9999
"83004";"18/02/1995";1200;0,1;24,6;20,8;-9999;20,6;72;922,1;-9999;32;4;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"18/02/1995";1800;-9999;23,6;21,8;-9999;-9999;86;919,9;-9999;32;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"19/02/1995";0;-9999;21,8;20,9;21,8;-9999;93;921;-9999;32;2;0;10;1,2;19,24;95,5;2,333333;-9999
"83004";"19/02/1995";1200;59,9;20,4;19,8;-9999;17,8;95;922,8;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"19/02/1995";1800;-9999;19,9;19,3;-9999;-9999;95;922,6;-9999;14;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"20/02/1995";0;-9999;18,1;17,7;21,4;-9999;96;923,8;-9999;14;3;0;10;0,2;19,76;96;0;-9999
"83004";"20/02/1995";1200;31,6;19,3;18,9;-9999;17,5;96;924,5;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"20/02/1995";1800;-9999;21,4;20,9;-9999;-9999;96;923,3;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"21/02/1995";0;-9999;20,3;19,8;28,3;-9999;96;924,1;-9999;0;0;2,7;10;0,3;22,32;92;0;-9999
"83004";"21/02/1995";1200;15;21,3;19,9;-9999;18,4;88;925,8;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"21/02/1995";1800;-9999;23;21,8;-9999;-9999;90;924,1;-9999;0;0;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"22/02/1995";0;-9999;21,8;21,2;32,4;-9999;95;924,9;-9999;0;0;8,4;0;1,1;24,94;71,5;1,666667;-9999
"83004";"22/02/1995";1200;11,3;25,2;20,5;-9999;18,7;66;925,5;-9999;36;3;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"22/02/1995";1800;-9999;30;21,9;-9999;-9999;50;924,1;-9999;27;2;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"23/02/1995";0;-9999;24,2;22,3;33,2;-9999;85;925;-9999;0;0;8,8;0;2,3;25,36;65,75;2,333333;-9999
"83004";"23/02/1995";1200;0;26,2;20,8;-9999;20,2;62;925,1;-9999;32;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"23/02/1995";1800;-9999;32,3;20;-9999;-9999;33;922,7;-9999;27;3;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"24/02/1995";0;-9999;23,6;21,6;34,7;-9999;84;924,5;-9999;0;0;9,4;0;3;25,66;66,25;1,333333;-9999
"83004";"24/02/1995";1200;0;26,1;22;-9999;19,7;71;925,7;-9999;0;0;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"24/02/1995";1800;-9999;33,5;20,6;-9999;-9999;32;923;-9999;27;4;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"25/02/1995";0;-9999;23,9;21,4;33,7;-9999;81;924,5;-9999;0;0;7,7;0;3,5;25,62;74;2;-9999
"83004";"25/02/1995";1200;0,1;27,8;22;-9999;19,8;61;926,9;-9999;0;0;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"25/02/1995";1800;-9999;27,1;22,3;-9999;-9999;67;925,8;-9999;18;6;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"26/02/1995";0;-9999;23,4;21,3;31,4;-9999;84;926,6;-9999;0;0;6,5;0;2,3;24,72;77,25;1,666667;-9999
"83004";"26/02/1995";1200;0;24,8;21,4;-9999;20,4;75;929,4;-9999;0;0;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"26/02/1995";1800;-9999;29,8;24,3;-9999;-9999;64;926,9;-9999;18;3;-9999;2;-9999;-9999;-9999;-9999;-9999
"83004";"27/02/1995";0;-9999;23,5;21,6;32,8;-9999;85;927,8;-9999;9;2;7,8;10;2,1;25,46;74,25;3;-9999
"83004";"27/02/1995";1200;0;26,2;21,4;-9999;20,3;66;928;-9999;36;4;-9999;2;-9999;-9999;-9999;-9999;-9999
"83004";"27/02/1995";1800;-9999;28,9;22,6;-9999;-9999;59;924,7;-9999;18;3;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"28/02/1995";0;-9999;24;22,2;34,4;-9999;86;925,2;-9999;14;2;7,7;5;2,2;25,3;66,25;1,666667;-9999
"83004";"28/02/1995";1200;0;27,3;21,6;-9999;20,4;61;926,3;-9999;36;2;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"28/02/1995";1800;-9999;33,3;21;-9999;-9999;34;923;-9999;32;3;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"01/03/1995";0;-9999;22,2;20,3;30,3;-9999;85;924,7;-9999;0;0;4,4;3;2,9;23,78;79,75;1,333333;-9999
"83004";"01/03/1995";1200;3;26,8;21,8;-9999;19;65;927,5;-9999;5;2;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"01/03/1995";1800;-9999;24,4;19,4;-9999;-9999;64;925,5;-9999;36;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"02/03/1995";0;-9999;21,4;20,8;34,9;-9999;95;926,7;-9999;0;0;8,6;10;1,1;25,4;69;1;-9999
"83004";"02/03/1995";1200;13;26;21,8;-9999;19,3;70;927,2;-9999;0;0;-9999;1;-9999;-9999;-9999;-9999;-9999
"83004";"02/03/1995";1800;-9999;32,2;21,6;-9999;-9999;40;924,7;-9999;36;3;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"03/03/1995";0;-9999;23,4;21,2;32,8;-9999;83;925,4;-9999;0;0;7,7;2;3;24,2;62,25;1,666667;-9999
"83004";"03/03/1995";1200;0,1;26,4;20,9;-9999;18,2;62;926,2;-9999;5;2;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"03/03/1995";1800;-9999;31,4;20,8;-9999;-9999;39;923,7;-9999;27;3;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"04/03/1995";0;-9999;21,8;18,6;31,7;-9999;74;926,9;-9999;0;0;8,8;10;3;23,72;70,75;1,333333;-9999
