"Estacao";"Data";"Hora";"Precipitacao";"TempBulboSeco";"TempBulboUmido";"TempMaxima";"TempMinima";"UmidadeRelativa";"PressaoAtmEstacao";"PressaoAtmMar";"DirecaoVento";"VelocidadeVento";"insolacao";"Nebulosidade";"Evaporacao Piche";"Temp Comp Media";"Umidade Relativa Media";"Velocidade do Vento Media";"NA"
"83004";"05/09/1995";1800;-9999;21;14,9;-9999;-9999;53;933,7;-9999;5;3;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"06/09/1995";0;-9999;12,7;11,7;26,3;-9999;89;935,3;-9999;0;0;9,9;0;2,9;16,12;67,5;2,666667;-9999
"83004";"06/09/1995";1200;0;17,8;13,5;-9999;10,5;63;934,8;-9999;5;5;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"06/09/1995";1800;-9999;25,1;16,6;-9999;-9999;43;930,5;-9999;9;3;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"07/09/1995";0;-9999;13;11,3;28,2;-9999;82;931,6;-9999;0;0;9,4;0;2,8;16,88;59;1,666667;-9999
"83004";"07/09/1995";1200;0;18;14,8;-9999;9,2;72;932,5;-9999;5;4;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"07/09/1995";1800;-9999;27,2;14,6;-9999;-9999;24;928,2;-9999;5;1;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"08/09/1995";0;-9999;14,5;11,4;30,4;-9999;70;928,9;-9999;0;0;9,3;0;3,6;18,68;52,5;0,666667;-9999
"83004";"08/09/1995";1200;0;20,5;14;-9999;9,7;50;929,8;-9999;5;2;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"08/09/1995";1800;-9999;28,1;14,7;-9999;-9999;22;925,8;-9999;0;0;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"09/09/1995";0;-9999;16,4;13;32,1;-9999;69;927,4;-9999;0;0;9,6;0;4,5;19,82;46,5;1;-9999
"83004";"09/09/1995";1200;0;22,2;15;-9999;10,8;47;929,2;-9999;0;0;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"09/09/1995";1800;-9999;30,4;15,3;-9999;-9999;19;925,1;-9999;36;3;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"10/09/1995";0;-9999;17;12,4;32,8;-9999;60;927,2;-9999;0;0;9,8;0;6,1;21,46;40,5;1,333333;-9999
"83004";"10/09/1995";1200;0;23,3;14,3;-9999;13;38;928;-9999;5;3;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"10/09/1995";1800;-9999;31;16,1;-9999;-9999;20;923,9;-9999;36;1;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"11/09/1995";0;-9999;19,1;13,2;33,6;-9999;52;926;-9999;0;0;9,5;0;6,6;22,72;35,75;2;-9999
"83004";"11/09/1995";1200;0;24,2;14,4;-9999;13,4;34;925,9;-9999;36;1;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"11/09/1995";1800;-9999;32,6;16,8;-9999;-9999;19;921,4;-9999;27;5;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"12/09/1995";0;-9999;21,2;13,9;21,2;-9999;45;923,6;-9999;0;0;0;0;6;15,58;90,25;5,666667;-9999
"83004";"12/09/1995";1200;0;18,1;16,1;-9999;12,4;82;928,4;-9999;36;6;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"12/09/1995";1800;-9999;16,8;15,6;-9999;-9999;89;929,3;-9999;14;6;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"13/09/1995";0;-9999;13,1;12,6;21,9;-9999;95;932,2;-9999;14;5;2,7;10;0,9;15,96;86,75;3;-9999
"83004";"13/09/1995";1200;3;14,8;13;-9999;12,7;82;930,9;-9999;9;6;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"13/09/1995";1800;-9999;17,8;15,5;-9999;-9999;79;926,6;-9999;14;3;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"14/09/1995";0;-9999;15,2;14,5;32,5;-9999;93;927,5;-9999;0;0;6,8;10;1,5;22,44;59;2,666667;-9999
"83004";"14/09/1995";1200;0;21,1;16,8;-9999;14,2;66;926,8;-9999;5;3;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"14/09/1995";1800;-9999;31,2;19,5;-9999;-9999;34;923,1;-9999;36;5;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"15/09/1995";0;-9999;22,2;18,1;22,2;-9999;68;924,5;-9999;0;0;0;10;4,2;14,94;93,75;2,666667;-9999
"83004";"15/09/1995";1200;0,3;16,3;15,8;-9999;11,4;95;926,9;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"15/09/1995";1800;-9999;13,2;12,4;-9999;-9999;92;926,7;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"16/09/1995";0;-9999;12,4;11,8;19,6;-9999;94;928,9;-9999;18;2;2,8;10;4;14,58;88,75;4,333333;-9999
"83004";"16/09/1995";1200;0,4;13,6;12,8;-9999;10,9;92;929,6;-9999;14;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"16/09/1995";1800;-9999;17,1;14,3;-9999;-9999;75;927,7;-9999;14;6;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"17/09/1995";0;-9999;14,4;13,8;19,8;-9999;94;929;-9999;9;4;0;10;1,4;16,7;89,5;3,333333;-9999
"83004";"17/09/1995";1200;0;16,5;14,1;-9999;13,6;78;927,4;-9999;5;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"17/09/1995";1800;-9999;18;16,7;-9999;-9999;88;925,5;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"18/09/1995";0;-9999;16,8;16,4;30,2;-9999;96;924,6;-9999;5;5;4,4;10;0,8;21,6;60;3,333333;-9999
"83004";"18/09/1995";1200;6;20,7;18;-9999;15,5;78;925,1;-9999;36;3;-9999;2;-9999;-9999;-9999;-9999;-9999
"83004";"18/09/1995";1800;-9999;29,6;14,6;-9999;-9999;18;922,5;-9999;32;7;-9999;3;-9999;-9999;-9999;-9999;-9999
"83004";"19/09/1995";0;-9999;20,8;17,4;28,5;-9999;72;926,9;-9999;0;0;5;10;3,6;19,06;75,5;5;-9999
"83004";"19/09/1995";1200;0;22,1;17,9;-9999;13,9;67;926,4;-9999;32;7;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"19/09/1995";1800;-9999;27,3;19,4;-9999;-9999;49;924,7;-9999;23;4;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"20/09/1995";0;-9999;15,4;14,7;15,4;-9999;93;930;-9999;18;4;0;10;2,8;12,1;93,5;5,666667;-9999
"83004";"20/09/1995";1200;1,9;12,6;11,8;-9999;10,5;91;933,3;-9999;14;7;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"20/09/1995";1800;-9999;11,6;11;-9999;-9999;93;932,4;-9999;18;6;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"21/09/1995";0;-9999;11;10,6;14,4;-9999;95;934,2;-9999;14;4;0;10;0,5;12,92;89,5;3,666667;-9999
"83004";"21/09/1995";1200;2,2;12,7;12,3;-9999;10,5;96;934,6;-9999;9;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"21/09/1995";1800;-9999;14,2;12,6;-9999;-9999;84;931,8;-9999;14;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"22/09/1995";0;-9999;13,5;12,4;24,8;-9999;89;933,5;-9999;9;4;7,5;10;0,9;17,82;77,25;5;-9999
"83004";"22/09/1995";1200;0;18,6;14,9;-9999;12,7;68;933;-9999;5;8;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"22/09/1995";1800;-9999;22,2;18;-9999;-9999;67;929,7;-9999;14;3;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"23/09/1995";0;-9999;16,5;15,1;17,2;-9999;87;930,9;-9999;5;4;0;0;2,3;16,12;93,25;1;-9999
"83004";"23/09/1995";1200;0;16,6;15,2;-9999;14,2;87;932,4;-9999;23;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"23/09/1995";1800;-9999;16,6;16,2;-9999;-9999;96;929,7;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"24/09/1995";0;-9999;16,3;15,8;23;-9999;95;929,2;-9999;0;0;0,2;10;0,3;17,94;88,25;0;-9999
"83004";"24/09/1995";1200;31,1;17,1;16,9;-9999;15,2;98;930;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"24/09/1995";1800;-9999;22,8;18,8;-9999;-9999;69;926,5;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"25/09/1995";0;-9999;17,2;16,4;22,5;-9999;93;928,2;-9999;0;0;1,8;5;1,2;17,54;87,75;2,666667;-9999
"83004";"25/09/1995";1200;1,6;16,8;15,7;-9999;15;90;930,3;-9999;9;1;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"25/09/1995";1800;-9999;19,4;16,9;-9999;-9999;79;927,3;-9999;14;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"26/09/1995";0;-9999;16,7;15,8;21,4;-9999;91;927,9;-9999;14;4;0;10;1,5;17,94;90;2,666667;-9999
"83004";"26/09/1995";1200;0;19,7;17;-9999;15,4;77;926,3;-9999;14;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"26/09/1995";1800;-9999;17,4;16,4;-9999;-9999;91;925,3;-9999;14;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"27/09/1995";0;-9999;16,6;16,2;24,2;-9999;96;926,5;-9999;32;1;0;9;0,7;17,86;87,25;1;-9999
"83004";"27/09/1995";1200;11,8;18,2;16,2;-9999;14,1;82;925,8;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"27/09/1995";1800;-9999;20,8;18,5;-9999;-9999;81;924,7;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"28/09/1995";0;-9999;16,4;15,7;23,6;-9999;93;927,2;-9999;0;0;0,1;10;1,4;18,04;90,75;1;-9999
"83004";"28/09/1995";1200;0;18,4;16,4;-9999;15;82;927,9;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"28/09/1995";1800;-9999;18,1;16,9;-9999;-9999;89;926,9;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"29/09/1995";0;-9999;16,6;16,2;19,1;-9999;96;929,2;-9999;0;0;0;10;1;16,9;90,75;1;-9999
"83004";"29/09/1995";1200;0,6;16,7;16;-9999;15,5;93;931,2;-9999;9;1;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"29/09/1995";1800;-9999;18,6;16,8;-9999;-9999;84;930,4;-9999;18;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"30/09/1995";0;-9999;16,6;15,9;25;-9999;93;932;-9999;0;0;4,5;10;0,9;19,5;85,25;4;-9999
"83004";"30/09/1995";1200;0;20,3;17,8;-9999;15,8;79;932,1;-9999;5;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"30/09/1995";1800;-9999;23,8;20,1;-9999;-9999;72;928,5;-9999;14;7;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"01/10/1995";0;-9999;18,2;17,6;27,4;-9999;95;930,7;-9999;0;0;4,2;10;1,9;20,68;82,5;3;-9999
"83004";"01/10/1995";1200;0;21,8;17,1;-9999;17;64;928,3;-9999;5;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"01/10/1995";1800;-9999;19,9;18,3;-9999;-9999;86;927,6;-9999;18;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"02/10/1995";0;-9999;18,6;17,5;27;-9999;90;928,2;-9999;0;0;7,9;10;1,6;19,92;77,25;1,333333;-9999
"83004";"02/10/1995";1200;0;23,5;19;-9999;14,5;66;926,6;-9999;0;0;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"02/10/1995";1800;-9999;22,8;18,8;-9999;-9999;69;924,6;-9999;14;4;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"03/10/1995";0;-9999;17,3;15,9;23,7;-9999;87;927,4;-9999;0;0;6,7;10;2,3;17,58;77;3,666667;-9999
"83004";"03/10/1995";1200;0,6;17;16,1;-9999;15,2;92;928,4;-9999;14;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"03/10/1995";1800;-9999;22,1;16,2;-9999;-9999;56;925,6;-9999;14;6;-9999;2;-9999;-9999;-9999;-9999;-9999
"83004";"04/10/1995";0;-9999;16;13,9;26,2;-9999;80;928,1;-9999;9;3;7;8;2,5;19,2;79,75;4,333333;-9999
"83004";"04/10/1995";1200;0;21,5;16,8;-9999;14,9;63;926,6;-9999;9;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"04/10/1995";1800;-9999;20,7;18,3;-9999;-9999;80;924,6;-9999;18;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"05/10/1995";0;-9999;16,7;15,4;22,7;-9999;88;927,2;-9999;14;3;1,6;10;2,2;18,4;81;1,333333;-9999
"83004";"05/10/1995";1200;0;18,4;16,6;-9999;16,1;84;926,1;-9999;14;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"05/10/1995";1800;-9999;21;17,5;-9999;-9999;72;922,8;-9999;9;2;-9999;4;-9999;-9999;-9999;-9999;-9999
"83004";"06/10/1995";0;-9999;17,4;15,7;20,6;-9999;84;923,4;-9999;0;0;0,1;10;1,5;17,66;92,25;2;-9999
"83004";"06/10/1995";1200;7,4;17;16,7;-9999;15,9;97;921,9;-9999;5;6;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"06/10/1995";1800;-9999;19,6;18;-9999;-9999;86;920,1;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"07/10/1995";0;-9999;17,4;16,6;26,9;-9999;93;921,7;-9999;0;0;5,5;10;0,7;19,56;83,75;1,666667;-9999
"83004";"07/10/1995";1200;0,1;19,6;17,1;-9999;15,5;79;921,9;-9999;9;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"07/10/1995";1800;-9999;23,7;19,7;-9999;-9999;70;919,4;-9999;9;3;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"08/10/1995";0;-9999;17,9;17,1;30,6;-9999;93;921,5;-9999;0;0;5,9;10;1,8;21,5;74,25;1,666667;-9999
"83004";"08/10/1995";1200;0;22,3;19,2;-9999;16,8;76;921,9;-9999;0;0;-9999;1;-9999;-9999;-9999;-9999;-9999
"83004";"08/10/1995";1800;-9999;28,8;19,5;-9999;-9999;43;918,7;-9999;23;3;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"09/10/1995";0;-9999;18,9;17,6;20,8;-9999;89;921,5;-9999;18;2;0;10;2,4;17,66;90,5;1,333333;-9999
"83004";"09/10/1995";1200;11,4;18,9;17,6;-9999;15,4;89;921,8;-9999;18;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"09/10/1995";1800;-9999;19,3;17,3;-9999;-9999;83;919,9;-9999;14;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"10/10/1995";0;-9999;16,6;16,1;24,6;-9999;95;921,1;-9999;0;0;5,6;8;0,8;16,88;75,75;1;-9999
"83004";"10/10/1995";1200;0;19,6;16,6;-9999;12,2;75;922,5;-9999;0;0;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"10/10/1995";1800;-9999;22,7;17,6;-9999;-9999;62;920,5;-9999;14;3;-9999;3;-9999;-9999;-9999;-9999;-9999
"83004";"11/10/1995";0;-9999;14;12,3;24;-9999;83;922,5;-9999;0;0;7,6;1;1,7;16,42;75,5;3,333333;-9999
"83004";"11/10/1995";1200;0;18,3;15,3;-9999;9,8;74;924,1;-9999;5;1;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"11/10/1995";1800;-9999;21,9;16,7;-9999;-9999;60;922,3;-9999;14;4;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"12/10/1995";0;-9999;15;13,4;25,4;-9999;84;925,3;-9999;9;5;9,6;6;2,5;17,84;76,25;3,333333;-9999
"83004";"12/10/1995";1200;0;18;13;-9999;10,6;58;925;-9999;5;5;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"12/10/1995";1800;-9999;21,7;17,8;-9999;-9999;69;921,5;-9999;14;4;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"13/10/1995";0;-9999;17,6;16,4;24,7;-9999;89;922,3;-9999;9;1;1,4;10;2,1;20,94;85,5;7,333333;-9999
"83004";"13/10/1995";1200;0;24,7;19,8;-9999;16,5;65;921,2;-9999;36;7;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"13/10/1995";1800;-9999;21,2;20,1;-9999;-9999;91;918,6;-9999;36;8;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"14/10/1995";0;-9999;19,4;18,6;24,9;-9999;93;921,2;-9999;32;7;1;10;0,9;19,62;79,75;1;-9999
"83004";"14/10/1995";1200;45,1;18;16,9;-9999;17,2;90;925,7;-9999;18;1;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"14/10/1995";1800;-9999;23,8;18,8;-9999;-9999;63;925,6;-9999;32;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"15/10/1995";0;-9999;19;17,1;19,3;-9999;83;927,6;-9999;0;0;0;6;1,7;18,44;96,5;0,666667;-9999
"83004";"15/10/1995";1200;10,5;18,3;17,8;-9999;17;95;929,4;-9999;36;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"15/10/1995";1800;-9999;18,7;18,2;-9999;-9999;95;927,3;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"16/10/1995";0;-9999;18,8;18,6;20,5;-9999;98;927,9;-9999;0;0;0;10;0,3;18,26;89,5;2,333333;-9999
"83004";"16/10/1995";1200;25,3;17,8;17,4;-9999;16,6;96;927,4;-9999;36;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"16/10/1995";1800;-9999;19,9;18;-9999;-9999;84;928,2;-9999;36;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"17/10/1995";0;-9999;18,2;17;18,2;-9999;89;926,1;-9999;0;0;0;10;0,7;15,22;96,5;1,333333;-9999
"83004";"17/10/1995";1200;8,6;14,6;14,4;-9999;13,9;98;928;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"17/10/1995";1800;-9999;15,6;15;-9999;-9999;94;921,6;-9999;5;1;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"18/10/1995";0;-9999;14,7;14,4;25,3;-9999;97;925,8;-9999;0;0;3,7;0;0,2;17,9;79,25;2;-9999
"83004";"18/10/1995";1200;13,1;16,1;15,1;-9999;13,7;90;925,4;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"18/10/1995";1800;-9999;21,4;17,5;-9999;-9999;69;922,6;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"19/10/1995";0;-9999;17,2;14,9;19,4;-9999;79;925,6;-9999;14;3;0;10;1,5;17,28;90,75;3;-9999
"83004";"19/10/1995";1200;0,6;17,1;16,5;-9999;15,9;94;926,4;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"19/10/1995";1800;-9999;19;17,3;-9999;-9999;85;924,8;-9999;14;7;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"20/10/1995";0;-9999;17;16,2;21,5;-9999;92;926;-9999;9;2;1;10;0,9;16,72;95,75;1,666667;-9999
"83004";"20/10/1995";1200;16,7;16,7;16,4;-9999;14,8;97;924,8;-9999;5;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"20/10/1995";1800;-9999;16,7;15,8;-9999;-9999;92;922,6;-9999;23;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"21/10/1995";0;-9999;15,3;15;23;-9999;97;922,6;-9999;0;0;1,5;3;0,5;16,66;86,25;1,666667;-9999
"83004";"21/10/1995";1200;10,4;17,7;15,8;-9999;13;83;924,1;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"21/10/1995";1800;-9999;20,4;17,2;-9999;-9999;74;921,4;-9999;18;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"22/10/1995";0;-9999;14,8;14,2;20,9;-9999;94;924;-9999;18;2;7,7;10;1,2;15,46;77,25;4;-9999
"83004";"22/10/1995";1200;7,8;16,3;13,1;-9999;11,7;71;925,8;-9999;18;5;-9999;7;-9999;-9999;-9999;-9999;-9999
"83004";"22/10/1995";1800;-9999;18,1;14,2;-9999;-9999;66;924,7;-9999;18;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"23/10/1995";0;-9999;14,2;12,8;22,9;-9999;86;927,3;-9999;14;2;9,9;10;2;15,86;75,25;3;-9999
"83004";"23/10/1995";1200;0;18,9;14,3;-9999;11,1;62;927,4;-9999;14;4;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"23/10/1995";1800;-9999;20,8;15,6;-9999;-9999;59;925,5;-9999;14;5;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"24/10/1995";0;-9999;13,2;12,2;28,8;-9999;90;927,6;-9999;0;0;9,3;0;2,1;17,46;76,25;2,666667;-9999
"83004";"24/10/1995";1200;0,1;19;15,5;-9999;9,3;70;929;-9999;5;3;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"24/10/1995";1800;-9999;26,1;18,5;-9999;-9999;49;926,1;-9999;14;5;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"25/10/1995";0;-9999;15,1;14,4;33,2;-9999;93;927,9;-9999;0;0;10,5;0;2,8;21,62;63;1;-9999
"83004";"25/10/1995";1200;0;21,5;18;-9999;12,6;72;929,1;-9999;5;2;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"25/10/1995";1800;-9999;31,4;18,2;-9999;-9999;28;925,7;-9999;32;1;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"26/10/1995";0;-9999;20,4;17,5;33,7;-9999;76;926,9;-9999;0;0;9,4;0;3,6;23,58;51,75;1;-9999
"83004";"26/10/1995";1200;0;25,8;18,2;-9999;16;49;926,2;-9999;0;0;-9999;3;-9999;-9999;-9999;-9999;-9999
"83004";"26/10/1995";1800;-9999;32,5;19;-9999;-9999;28;923,1;-9999;27;3;-9999;6;-9999;-9999;-9999;-9999;-9999
"83004";"27/10/1995";0;-9999;21,2;16,8;33;-9999;65;923,8;-9999;0;0;7,9;9;5,1;23,4;64,25;3;-9999
"83004";"27/10/1995";1200;0;27,8;19,4;-9999;17,2;46;922,3;-9999;5;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"27/10/1995";1800;-9999;31,7;19,6;-9999;-9999;33;919,4;-9999;32;4;-9999;5;-9999;-9999;-9999;-9999;-9999
"83004";"28/10/1995";0;-9999;19,5;18,2;22,2;-9999;89;922,1;-9999;18;3;0,2;10;4,6;18,16;86,25;2,333333;-9999
"83004";"28/10/1995";1200;0;21,8;18,2;-9999;14,8;72;923,2;-9999;18;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"28/10/1995";1800;-9999;20,2;17,9;-9999;-9999;81;923,2;-9999;23;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"29/10/1995";0;-9999;16;15,6;16,2;-9999;96;926;-9999;0;0;0;10;1;13,68;93,5;4,666667;-9999
"83004";"29/10/1995";1200;11,3;14,3;13,4;-9999;12,3;91;927,3;-9999;9;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"29/10/1995";1800;-9999;14,6;13,7;-9999;-9999;91;927,3;-9999;14;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"30/10/1995";0;-9999;12,8;12,4;15,2;-9999;96;928,5;-9999;14;5;0;10;0,5;13,02;94;3;-9999
"83004";"30/10/1995";1200;17,2;13;12,5;-9999;11,7;95;929,1;-9999;14;1;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"30/10/1995";1800;-9999;14;13,1;-9999;-9999;91;927,5;-9999;14;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"31/10/1995";0;-9999;12,6;12,1;19,2;-9999;95;927,7;-9999;9;5;1,1;10;0,7;15,42;84,75;3,666667;-9999
"83004";"31/10/1995";1200;8,3;16,9;13,5;-9999;12;69;927,9;-9999;5;7;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"31/10/1995";1800;-9999;15,5;14,5;-9999;-9999;90;926,9;-9999;14;2;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"01/11/1995";0;-9999;14,5;13,5;21,7;-9999;90;928,1;-9999;9;2;2,3;9;1,1;16,54;88;2,666667;-9999
"83004";"01/11/1995";1200;0,3;17,6;15;-9999;13;77;928,2;-9999;9;1;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"01/11/1995";1800;-9999;18,2;16,3;-9999;-9999;83;926,7;-9999;14;5;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"02/11/1995";0;-9999;15,2;14,8;23,5;-9999;96;927,7;-9999;14;2;5,2;10;1,1;18,7;83,75;3;-9999
"83004";"02/11/1995";1200;8,5;20,3;17,2;-9999;14,3;74;927,3;-9999;9;4;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"02/11/1995";1800;-9999;20,4;17,6;-9999;-9999;77;924,4;-9999;14;4;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"03/11/1995";0;-9999;17,7;16,8;25,6;-9999;92;926,5;-9999;9;1;3,4;10;1,2;18,46;87,25;2;-9999
"83004";"03/11/1995";1200;0;18,3;16,9;-9999;16;87;928;-9999;36;1;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"03/11/1995";1800;-9999;23,3;19,6;-9999;-9999;72;924,1;-9999;14;5;-9999;8;-9999;-9999;-9999;-9999;-9999
"83004";"04/11/1995";0;-9999;16,2;15,7;24,2;-9999;95;926,5;-9999;0;0;0,8;9;1,4;19,38;84,75;1;-9999
"83004";"04/11/1995";1200;7,8;19;17,8;-9999;15,7;89;928,9;-9999;5;3;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"04/11/1995";1800;-9999;22,4;18,6;-9999;-9999;70;927,4;-9999;0;0;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"05/11/1995";0;-9999;19;17,9;28,2;-9999;90;928,7;-9999;0;0;1,2;2;1,8;20,2;80;0,666667;-9999
"83004";"05/11/1995";1200;0;20,5;17,6;-9999;16,5;76;930;-9999;9;1;-9999;10;-9999;-9999;-9999;-9999;-9999
"83004";"05/11/1995";1800;-9999;26,4;20,2;-9999;-9999;58;927,4;-9999;18;1;-9999;9;-9999;-9999;-9999;-9999;-9999
"83004";"06/11/1995";0;-9999;17,9;17,1;30;-9999;93;928,3;-9999;0;0;9,4;0;1,8;22,58;63;1;-9999
"83004";"06/11/1995";1200;0;24,9;18,7;-9999;15,6;56;929,3;-9999;0;0;-9999;0;-9999;-9999;-9999;-9999;-9999
"83004";"06/11/1995";1800;-9999;28,1;20,7;-9999;-9999;52;926,7;-9999;18;3;-9999;2;-9999;-9999;-9999;-9999;-9999
"83004";"07/11/1995";0;-9999;21,2;17,7;33,2;-9999;72;927,4;-9999;0;0;10,4;8;3,2;24,16;58,25;1,666667;-9999
"83004";"07/11/1995";1200;0;27,6;19,2;-9999;16,2;46;926,7;-9999;36;3;-9999;0;-9999;-9999;-9999;-9999;-9999
