Codigo,Nome da Estação,UF,Janeiro,Fevereiro,Março,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Ano
82336,Itacoatiara,AM,335.8,294.9,348.0,326.9,275.8,176.0,129.5,82.8,87.6,113.2,138.2,230.9,2539.6
82723,Lábrea,AM,356.3,370.4,371.8,315.6,166.5,78.3,45.7,83.7,130.3,189.0,225.8,310.8,2644.2
82331,Manaus,AM,264.2,289.5,335.4,311.2,279.3,115.4,85.4,47.3,73.7,112.6,173.8,219.6,2307.4
82533,Manicoré,AM,334.7,367.9,293.5,338.8,222.1,107.7,74.7,75.5,143.7,223.8,231.7,285.2,2699.2
82100,Paricachoeira,AM,219.7,228.2,330.0,341.6,402.5,340.0,325.4,293.3,210.7,228.9,199.6,216.9,3336.9
82240,Parintins,AM,237.5,321.9,324.2,308.4,262.9,203.7,132.9,76.1,58.5,76.1,105.7,194.3,2302.2
82105,Rio Içana,AM,248.7,228.3,289.2,345.5,464.9,373.0,274.9,290.5,263.2,212.6,237.7,231.8,3460.2
82106,S. G. da Cachoeira (Uaupés),AM,286.4,231.8,241.7,294.1,325.6,285.8,247.6,193.7,194.2,180.1,191.4,261.9,2934.0
82108,Santa Izabel do Rio Negro,AM,232.8,179.5,270.7,290.9,319.0,255.6,212.6,173.6,151.1,153.7,160.3,163.1,2562.9
82103,Taracuá,AM,293.3,275.8,372.4,358.4,406.8,352.3,310.2,259.4,249.1,251.4,236.0,272.5,3637.6
82317,Tefé,AM,272.8,244.7,301.3,293.4,275.0,188.6,124.5,101.3,149.4,161.2,204.3,210.9,2527.4
82093*,Cupixi,AP,192.6,256.0,325.7,280.6,315.9,209.2,187.1,145.4,102.0,61.4,97.4,72.2,2245.5
82098,Macapá,AP,305.5,341.5,407.7,378.9,361.7,219.8,182.3,97.8,43.0,31.9,58.6,132.5,2561.3
82095,Porto Platon,AP,235.4,208.4,315.3,296.6,295.8,201.0,173.9,132.7,82.2,72.9,86.0,122.1,2222.4
83249,Alagoinhas,BA,104.9,99.2,113.8,131.9,193.3,143.7,100.3,68.4,50.7,48.3,95.3,101.9,1251.6
83236,Barreiras,BA,205.4,172.4,150.5,91.4,23.1,2.5,1.2,1.5,20.1,93.6,192.9,185.4,1140.1
83288,Bom Jesus da Lapa,BA,146.5,114.7,87.5,71.4,15.9,1.6,0.0,3.5,12.8,88.5,157.6,190.5,890.5
83339,Caetité,BA,156.9,108.9,90.3,68.7,13.1,12.0,13.0,6.5,11.5,79.8,172.3,189.4,922.5
83498,Caravelas,BA,117.5,63.2,90.0,125.4,106.2,85.8,106.4,55.9,66.8,136.4,184.5,135.5,1273.7
83192,Cipó,BA,72.8,104.8,105.3,116.2,108.5,195.0,154.4,85.4,49.2,21.7,109.5,112.9,1235.6
83348,Ilhéus,BA,151.2,182.4,216.9,204.7,144.5,200.6,200.5,134.4,128.7,146.9,146.1,178.6,2035.5
83182*,Irecê,BA,117.2,108.3,90.5,60.3,16.7,1.9,3.7,1.3,17.7,42.0,106.4,116.4,682.4
83244,Itaberaba,BA,109.6,103.4,100.2,77.7,38.1,38.3,32.7,22.3,18.0,45.0,89.9,109.9,785.1
83295,Itiruçu (Jaguaquara),BA,134.4,96.8,79.8,74.7,56.0,64.4,70.0,38.2,28.7,54.6,100.5,115.2,913.2
83186,Jacobina,BA,109.3,97.2,124.1,96.8,49.3,54.6,50.6,40.5,31.3,42.4,89.4,112.9,898.5
83242,Lençóis,BA,146.4,164.8,164.9,149.1,73.0,71.8,68.6,31.8,43.9,110.5,197.9,190.1,1412.6
83090,Monte Santo,BA,74.2,72.0,72.5,71.1,60.2,54.3,49.0,34.5,19.1,28.9,56.4,73.7,665.8
83184,Morro do Chapéu,BA,115.8,100.7,86.7,70.1,34.8,34.2,27.0,17.5,19.3,36.3,95.0,127.4,764.7
82986,Paulo Afonso,BA,63.4,62.5,97.1,84.9,67.5,54.4,52.2,21.3,16.5,17.3,25.4,47.1,609.6
82979,Remanso,BA,115.7,107.3,145.4,81.4,9.2,2.7,0.2,2.0,0.3,34.9,97.7,122.1,719.0
83229,Salvador (Ondina),BA,138.0,142.0,151.6,309.7,359.9,243.7,175.0,127.4,102.0,114.9,137.1,142.8,2144.0
83076,Santa Rita de Cássia (Ibipetuba),BA,149.9,166.5,139.9,80.2,13.8,0.9,0.0,0.7,21.2,54.9,177.1,198.2,1003.2
83223,São Francisco do Conde,BA,116.5,134.6,164.7,237.0,452.5,215.7,174.0,123.0,70.2,63.6,152.4,131.9,2036.1
83190,Serrinha,BA,94.7,119.1,103.6,107.6,92.9,94.7,80.5,52.4,33.8,39.9,77.6,94.0,990.8
82294,Acaraú,CE,152.3,207.2,434.9,397.8,194.5,68.3,42.4,6.0,3.6,3.6,4.1,30.6,1545.2
82784,Barbalha,CE,171.4,226.5,227.1,208.3,42.8,20.6,14.7,5.8,9.3,20.7,42.2,86.4,1075.8
82777,Campos Sales,CE,97.2,132.8,150.6,118.3,46.7,13.5,6.3,0.4,4.1,14.2,25.9,50.8,660.6
82583,Crateús,CE,64.6,138.9,254.0,218.7,94.9,18.7,12.3,1.6,7.1,7.7,11.6,39.4,869.6
82397,Fortaleza,CE,119.1,204.6,323.1,356.1,255.6,141.8,94.7,21.8,22.7,13.0,11.8,44.1,1608.4
82487,Guaramiranga,CE,132.5,209.2,298.2,297.1,255.7,174.5,134.5,48.8,41.7,37.5,29.5,67.6,1726.8
82686,Iguatu,CE,151.6,175.3,254.3,221.7,123.5,34.0,21.0,11.1,19.7,20.5,7.7,39.0,1079.2
82493,Jaguaruana,CE,60.0,87.6,261.3,188.6,142.7,52.1,48.4,3.8,5.1,2.5,0.9,9.0,862.0
82588,Morada Nova,CE,68.7,113.9,208.1,194.5,124.4,64.0,26.7,4.0,3.6,2.9,3.3,26.1,840.2
82586,Quixeramobim,CE,80.2,111.0,180.6,189.0,137.7,79.9,45.4,7.0,3.0,2.4,5.3,16.1,857.7
82392,Sobral,CE,100.3,138.6,253.5,210.9,168.0,52.1,31.8,4.7,2.3,4.5,4.7,24.2,995.6
82683,Tauá,CE,69.1,126.4,160.1,194.5,63.6,32.3,13.1,6.8,9.9,5.8,4.0,30.3,715.8
83377,Brasília,DF,247.4,217.5,180.6,123.8,38.6,8.7,11.1,13.9,55.2,166.6,231.1,246.0,1540.6
83646,Cachoeiro do Itapemirim,ES,117.7,86.0,94.2,99.3,61.2,25.1,43.9,38.7,57.1,120.4,171.3,171.5,1086.3
83597,Linhares,ES,141.5,104.8,106.9,87.7,57.2,31.6,64.1,43.7,68.3,135.9,173.9,142.0,1157.4
83550*,São Mateus,ES,147.7,93.4,112.5,85.6,75.3,41.5,73.2,44.4,100.2,150.9,172.5,127.9,1225.1
83648,Vitória,ES,119.4,78.9,108.2,97.6,85.7,62.3,85.2,40.3,89.8,144.4,164.7,175.8,1252.3
83368,Aragarças,GO,311.4,223.8,229.3,77.3,27.7,4.4,8.5,22.9,64.0,147.6,214.9,288.8,1620.5
83526,Catalão,GO,274.5,209.8,177.9,79.4,32.6,8.5,10.2,14.6,38.9,153.5,204.7,280.1,1484.8
83379,Formosa,GO,242.9,207.4,173.6,116.7,28.9,2.6,6.8,10.1,36.4,134.8,187.6,300.1,1447.9
83423,Goiânia,GO,266.8,214.8,206.8,118.9,35.9,9.2,6.6,13.2,45.4,166.9,219.0,267.9,1571.4
83374,Goiás,GO,355.1,264.4,236.5,108.3,40.9,2.6,4.7,13.5,39.9,155.2,256.5,300.2,1777.8
83522,Ipameri,GO,271.6,187.6,164.6,92.5,36.5,9.9,10.9,19.4,39.4,114.5,159.7,316.7,1423.3
83464*,Jataí,GO,319.9,235.0,242.6,111.1,46.9,17.5,11.5,42.3,48.6,110.8,178.2,285.1,1649.5
83467,Mineiros,GO,305.2,207.4,197.5,103.6,63.3,17.9,14.7,31.2,54.8,161.7,202.5,216.4,1576.2
83376,Pirenópolis,GO,302.7,265.6,184.4,139.7,35.5,18.9,12.3,11.0,56.7,158.1,249.1,338.3,1772.0
83332,Posse,GO,257.9,213.5,216.3,118.7,17.0,6.1,5.5,11.6,31.5,114.4,219.1,293.6,1505.0
83470,Rio Verde,GO,264.5,201.3,194.8,122.0,44.7,13.4,14.6,26.5,65.6,182.6,255.0,278.3,1663.3
82970,Alto Parnaíba,MA,260.3,198.0,236.1,149.9,22.8,4.2,2.0,7.3,35.8,96.0,139.4,227.1,1378.9
82460,Bacabal,MA,241.4,222.2,329.1,299.6,165.4,46.3,19.1,17.7,23.8,43.5,61.0,137.0,1606.1
82768,Balsas,MA,172.3,157.0,246.8,167.1,42.7,9.7,1.1,7.9,25.0,115.7,107.7,178.0,1231.0
82571,Barra do Corda,MA,171.2,179.7,218.9,204.3,59.4,20.0,7.8,11.4,20.7,39.6,65.9,123.6,1122.5
82765,Carolina,MA,253.7,264.7,310.8,182.7,66.5,17.8,12.0,12.4,46.9,148.5,189.1,219.6,1724.4
82476,Caxias,MA,245.9,290.0,388.4,317.7,144.1,37.4,12.0,12.1,9.0,26.5,63.0,144.4,1690.4
82382,Chapadinha,MA,235.5,287.7,346.0,344.8,211.3,69.0,51.5,18.6,12.1,15.8,33.1,91.5,1716.9
82676,Colinas,MA,223.3,185.0,299.5,215.8,65.6,23.1,4.6,11.5,23.1,76.7,78.2,110.3,1316.7
82568,Grajaú,MA,175.7,214.4,258.6,180.8,54.6,12.9,9.6,5.7,17.0,64.8,105.2,139.4,1238.6
82564,Imperatriz,MA,215.5,209.3,314.5,208.1,63.9,80.4,6.5,8.4,30.2,75.6,115.2,205.7,1533.3
82280,São Luís,MA,244.2,373.0,428.0,475.9,316.5,173.3,131.1,29.4,23.3,7.6,10.5,77.4,2290.0
82198,Turiaçu,MA,192.3,392.4,443.0,387.0,280.0,199.6,157.4,55.7,16.4,16.3,19.5,62.5,2222.0
82376,Zé Doca,MA,245.1,286.9,312.8,291.6,212.0,87.5,55.0,29.1,23.1,52.2,41.2,107.6,1744.1
83595*,Aimorés,MG,193.1,92.2,127.4,74.6,42.8,14.1,21.2,9.0,37.4,131.8,211.5,213.9,1169.0
83442,Araçuaí,MG,123.0,78.8,101.3,31.1,15.6,4.7,6.7,4.3,15.8,108.1,175.5,158.4,823.1
83579,Araxá,MG,238.4,199.4,132.7,93.7,47.3,17.1,20.7,13.3,70.0,169.6,229.2,294.3,1525.7
83384,Arinos,MG,287.4,123.1,145.3,85.7,27.1,9.2,5.2,16.6,27.3,114.5,170.9,262.9,1275.2
83582,Bambuí,MG,236.2,161.9,130.2,84.4,46.3,16.5,18.3,18.9,47.1,107.1,199.1,304.0,1278.4
83689,Barbacena,MG,251.9,178.9,137.0,60.6,39.1,24.1,21.0,20.6,62.5,130.3,230.0,244.5,1400.5
83587,Belo Horizonte,MG,274.1,206.3,142.7,55.8,28.8,11.5,15.3,14.8,39.2,141.7,241.6,292.0,1463.7
