--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO  IAG  - SP (OMM: 83004)
Latitude  (graus) : -23.65
Longitude (graus) : -46.61
Altitude  (metros): 800.00
Estação Operante
Inicio de operação: 01/01/1933
Periodo solicitado dos dados: 01/01/1930 a 31/12/2012
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF="instrucao.html" TARGET="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;Precipitacao;TempBulboSeco;TempBulboUmido;TempMaxima;TempMinima;UmidadeRelativa;PressaoAtmEstacao;PressaoAtmMar;DirecaoVento;VelocidadeVentoInsolacao;Nebulosidade;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83004;11/02/1995;0000;;22;21;27.2;;92;924.1;;0;0;1.1;10;1.5;21.82;90.5;0.666667;
83004;11/02/1995;1200;0.5;22.6;20.8;;19.3;86;924.8;;0;0;;10;;;;;
83004;11/02/1995;1800;;22;20.5;;;88;923.3;;14;2;;10;;;;;
83004;12/02/1995;0000;;20;19.3;27;;94;925.5;;0;0;2.6;10;0.9;21.62;93;1.666667;
83004;12/02/1995;1200;0.8;22.1;20.5;;18.8;87;925.3;;5;2;;10;;;;;
83004;12/02/1995;1800;;21.6;20.8;;;93;923.4;;14;3;;10;;;;;
83004;13/02/1995;0000;;20.1;19.6;27.4;;96;924.6;;0;0;1.8;10;0.8;22.52;91.75;1;
83004;13/02/1995;1200;6.7;22.1;20.8;;19.7;89;925;;5;3;;10;;;;;
83004;13/02/1995;1800;;23.4;22.2;;;90;922.1;;0;0;;10;;;;;
83004;14/02/1995;0000;;21.7;21;27.9;;94;923.4;;0;0;1.7;10;0.8;22.92;81.75;1.9;
83004;14/02/1995;1200;16.3;22;20.5;;20.3;88;923.6;;32;3;;10;;;;;
83004;14/02/1995;1800;;26.6;21.6;;;65;920.5;;23;2.7;;10;;;;;
83004;15/02/1995;0000;;22.2;20.6;29.9;;87;921.7;;0;0;6.6;10;1.3;23.64;78.25;1.666667;
83004;15/02/1995;1200;0.1;24.5;21.5;;19.4;77;923.1;;32;5;;6;;;;;
83004;15/02/1995;1800;;26.5;21.9;;;68;920.9;;0;0;;10;;;;;
83004;16/02/1995;0000;;22.2;20.2;29.8;;84;921.6;;0;0;2.5;4;2.4;22.84;82;3;
83004;16/02/1995;1200;0;22.1;19.8;;20.1;82;922.1;;32;3;;10;;;;;
83004;16/02/1995;1800;;27.6;21.6;;;60;920.2;;32;3;;3;;;;;
83004;17/02/1995;0000;;21.1;20.3;30.7;;93;923.1;;23;3;9.1;10;1.2;24;71.25;4.666667;
83004;17/02/1995;1200;25.8;23.3;20.9;;19.2;81;922.6;;32;5;;10;;;;;
83004;17/02/1995;1800;;29.6;22.3;;;54;920.6;;32;6;;4;;;;;
83004;18/02/1995;0000;;23.4;20.1;28.6;;75;921.7;;32;3;4;8;2.6;23.48;86;3.666667;
83004;18/02/1995;1200;0.1;24.6;20.8;;20.6;72;922.1;;32;4;;4;;;;;
83004;18/02/1995;1800;;23.6;21.8;;;86;919.9;;32;5;;10;;;;;
83004;19/02/1995;0000;;21.8;20.9;21.8;;93;921;;32;2;0;10;1.2;19.24;95.5;2.333333;
83004;19/02/1995;1200;59.9;20.4;19.8;;17.8;95;922.8;;0;0;;10;;;;;
83004;19/02/1995;1800;;19.9;19.3;;;95;922.6;;14;4;;10;;;;;
83004;20/02/1995;0000;;18.1;17.7;21.4;;96;923.8;;14;3;0;10;0.2;19.76;96;0;
83004;20/02/1995;1200;31.6;19.3;18.9;;17.5;96;924.5;;0;0;;10;;;;;
83004;20/02/1995;1800;;21.4;20.9;;;96;923.3;;0;0;;10;;;;;
83004;21/02/1995;0000;;20.3;19.8;28.3;;96;924.1;;0;0;2.7;10;0.3;22.32;92;0;
83004;21/02/1995;1200;15;21.3;19.9;;18.4;88;925.8;;0;0;;10;;;;;
83004;21/02/1995;1800;;23;21.8;;;90;924.1;;0;0;;9;;;;;
83004;22/02/1995;0000;;21.8;21.2;32.4;;95;924.9;;0;0;8.4;0;1.1;24.94;71.5;1.666667;
83004;22/02/1995;1200;11.3;25.2;20.5;;18.7;66;925.5;;36;3;;0;;;;;
83004;22/02/1995;1800;;30;21.9;;;50;924.1;;27;2;;7;;;;;
83004;23/02/1995;0000;;24.2;22.3;33.2;;85;925;;0;0;8.8;0;2.3;25.36;65.75;2.333333;
83004;23/02/1995;1200;0;26.2;20.8;;20.2;62;925.1;;32;4;;10;;;;;
83004;23/02/1995;1800;;32.3;20;;;33;922.7;;27;3;;9;;;;;
83004;24/02/1995;0000;;23.6;21.6;34.7;;84;924.5;;0;0;9.4;0;3;25.66;66.25;1.333333;
83004;24/02/1995;1200;0;26.1;22;;19.7;71;925.7;;0;0;;8;;;;;
83004;24/02/1995;1800;;33.5;20.6;;;32;923;;27;4;;4;;;;;
83004;25/02/1995;0000;;23.9;21.4;33.7;;81;924.5;;0;0;7.7;0;3.5;25.62;74;2;
83004;25/02/1995;1200;0.1;27.8;22;;19.8;61;926.9;;0;0;;0;;;;;
83004;25/02/1995;1800;;27.1;22.3;;;67;925.8;;18;6;;7;;;;;
83004;26/02/1995;0000;;23.4;21.3;31.4;;84;926.6;;0;0;6.5;0;2.3;24.72;77.25;1.666667;
83004;26/02/1995;1200;0;24.8;21.4;;20.4;75;929.4;;0;0;;4;;;;;
83004;26/02/1995;1800;;29.8;24.3;;;64;926.9;;18;3;;2;;;;;
83004;27/02/1995;0000;;23.5;21.6;32.8;;85;927.8;;9;2;7.8;10;2.1;25.46;74.25;3;
83004;27/02/1995;1200;0;26.2;21.4;;20.3;66;928;;36;4;;2;;;;;
83004;27/02/1995;1800;;28.9;22.6;;;59;924.7;;18;3;;4;;;;;
83004;28/02/1995;0000;;24;22.2;34.4;;86;925.2;;14;2;7.7;5;2.2;25.3;66.25;1.666667;
83004;28/02/1995;1200;0;27.3;21.6;;20.4;61;926.3;;36;2;;0;;;;;
83004;28/02/1995;1800;;33.3;21;;;34;923;;32;3;;7;;;;;
83004;01/03/1995;0000;;22.2;20.3;30.3;;85;924.7;;0;0;4.4;3;2.9;23.78;79.75;1.333333;
83004;01/03/1995;1200;3;26.8;21.8;;19;65;927.5;;5;2;;0;;;;;
